Type,Name,Schema,ParentName,ParentType,ParentSchema,Title,Description,CustomField1,CustomField2,CustomField3,ErrorMessage,LineNumber;;;;;;
No match found;;Type,Name,Schema;;;;
No match found;;GLOSSARY_ENTRY,Sales Reason,;;;;
No match found;;GLOSSARY_ENTRY,Sales Order Number,;;;;
No match found;;GLOSSARY_ENTRY,Purchase Order Received Quantity,;;;;
No match found;;GLOSSARY_ENTRY,Sales Territory,;;;;
No match found;;GLOSSARY_ENTRY,Shift,;;;;
No match found;;GLOSSARY_ENTRY,Ship Base,;;;;
No match found;;GLOSSARY_ENTRY,Ship Method,;;;;
Parent match failed;;VIEW,vStoreWithAddresses,Sales;;;;
No match found;;GLOSSARY_ENTRY,Sales Person Sales,;;;;
No match found;;GLOSSARY_ENTRY,Shopping Cart,;;;;
No match found;;GLOSSARY_ENTRY,Ship Rate,;;;;
No match found;;GLOSSARY_ENTRY,Ticker symbol,;;;;
No match found;;GLOSSARY_ENTRY,Vendor,;;;;
No match found;;GLOSSARY_ENTRY,Store,;;;;
No match found;;GLOSSARY_ENTRY,Warehouse,;;;;
Parent match failed;;VIEW,vStoreWithAddresses,Sales;;;;
No match found;;GLOSSARY_ENTRY,Shipping Address,;;;;
No match found;;GLOSSARY_ENTRY,Work Order,;;;;
No match found;;GLOSSARY_ENTRY,Vendor Credit Rating,;;;;
Parent match failed;;VIEW,vStoreWithAddresses,Sales;;;;
Parent match failed;;PARAMETER,BirthDate,;;;;
Parent match failed;;PARAMETER,BusinessEntityID,;;;;
Parent match failed;;PARAMETER,BusinessEntityID,;;;;
Parent match failed;;PARAMETER,BusinessEntityID,;;;;
Parent match failed;;PARAMETER,CheckDate,;;;;
Parent match failed;;PARAMETER,BusinessEntityID,;;;;
Parent match failed;;PARAMETER,BusinessEntityID,;;;;
Parent match failed;;PARAMETER,CheckDate,;;;;
Parent match failed;;PARAMETER,CurrentFlag,;;;;
Parent match failed;;PARAMETER,BusinessEntityID,;;;;
Parent match failed;;PARAMETER,CurrentFlag,;;;;
Parent match failed;;VIEW,vStateProvinceCountryRegion,Person;;;;
Parent match failed;;PARAMETER,Gender,;;;;
Parent match failed;;PARAMETER,JobTitle,;;;;
Parent match failed;;PARAMETER,HireDate,;;;;
Parent match failed;;PARAMETER,HireDate,;;;;
Parent match failed;;PARAMETER,ErrorLogID,;;;;
Parent match failed;;PARAMETER,JobTitle,;;;;
Parent match failed;;PARAMETER,MaritalStatus,;;;;
Parent match failed;;VIEW,vStateProvinceCountryRegion,Person;;;;
Parent match failed;;PARAMETER,LoginID,;;;;
Parent match failed;;PARAMETER,OrderDate,;;;;
Parent match failed;;PARAMETER,NationalIDNumber,;;;;
Parent match failed;;PARAMETER,OrderDate,;;;;
Parent match failed;;PARAMETER,PersonID,;;;;
Parent match failed;;PARAMETER,OrderDate,;;;;
Parent match failed;;PARAMETER,ProductID,;;;;
Parent match failed;;PARAMETER,PayFrequency,;;;;
Parent match failed;;VIEW,vStateProvinceCountryRegion,Person;;;;
Parent match failed;;PARAMETER,ProductID,;;;;
Parent match failed;;PARAMETER,ProductID,;;;;
Parent match failed;;PARAMETER,RateChangeDate,;;;;
Parent match failed;;PARAMETER,Returns,;;;;
Parent match failed;;PARAMETER,Rate,;;;;
Parent match failed;;PARAMETER,StartProductID,;;;;
Parent match failed;;PARAMETER,Status,;;;;
Parent match failed;;PARAMETER,ProductID,;;;;
Parent match failed;;PARAMETER,StartProductID,;;;;
Parent match failed;;PARAMETER,Status,;;;;
Parent match failed;;PARAMETER,Value,;;;;
Parent match failed;;PARAMETER,Status,;;;;
Parent match failed;;PARAMETER,OrganizationNode,;;;;
Parent match failed;;PROCEDURE,uspGetBillOfMaterials,dbo;;;;
Parent match failed;;PROCEDURE,uspGetBillOfMaterials,dbo;;;;
Parent match failed;;VIEW,vSalesPersonSalesByFiscalYears,Sales;;;;
Parent match failed;;PROCEDURE,uspGetEmployeeManagers,dbo;;;;
Parent match failed;;PROCEDURE,uspGetManagerEmployees,dbo;;;;
Parent match failed;;PROCEDURE,uspGetEmployeeManagers,dbo;;;;
Parent match failed;;PROCEDURE,uspGetBillOfMaterials,dbo;;;;
Parent match failed;;PROCEDURE,uspGetManagerEmployees,dbo;;;;
Parent match failed;;PROCEDURE,uspGetEmployeeManagers,dbo;;;;
Parent match failed;;PROCEDURE,uspGetWhereUsedProductID,dbo;;;;
Parent match failed;;PROCEDURE,uspGetWhereUsedProductID,dbo;;;;
Parent match failed;;PROCEDURE,uspGetManagerEmployees,dbo;;;;
Parent match failed;;VIEW,vSalesPersonSalesByFiscalYears,Sales;;;;
Parent match failed;;PROCEDURE,uspLogError,dbo;;;;
Parent match failed;;PROCEDURE,uspLogError,dbo;;;;
Parent match failed;;PROCEDURE,uspGetWhereUsedProductID,dbo;;;;
Parent match failed;;PROCEDURE,uspPrintError,dbo;;;;
Parent match failed;;PROCEDURE,uspPrintError,dbo;;;;
Parent match failed;;PROCEDURE,uspLogError,dbo;;;;
Parent match failed;;VIEW,vSalesPersonSalesByFiscalYears,Sales;;;;
Parent match failed;;PROCEDURE,uspPrintError,dbo;;;;
Parent match failed;;PROCEDURE,uspUpdateEmployeeLogin,HumanResources;;;;
Parent match failed;;PROCEDURE,uspUpdateEmployeeHireInfo,HumanResources;;;;
Parent match failed;;PROCEDURE,uspUpdateEmployeeLogin,HumanResources;;;;
Parent match failed;;VIEW,vSalesPerson,Sales;;;;
Parent match failed;;PROCEDURE,uspUpdateEmployeeHireInfo,HumanResources;;;;
Parent match failed;;PROCEDURE,uspUpdateEmployeeLogin,HumanResources;;;;
Parent match failed;;PROCEDURE,uspUpdateEmployeePersonalInfo,HumanResources;;;;
Parent match failed;;PROCEDURE,uspUpdateEmployeePersonalInfo,HumanResources;;;;
Parent match failed;;PROCEDURE,uspUpdateEmployeePersonalInfo,HumanResources;;;;
Parent match failed;;VIEW,vSalesPerson,Sales;;;;
Parent match failed;;VIEW,vSalesPerson,Sales;;;;
Parent match failed;;TABLE,Address,Person;;;;
Parent match failed;;VIEW,vProductModelInstructions,Production;;;;
Parent match failed;;TABLE,Address,Person;;;;
Parent match failed;;TABLE,AddressType,Person;;;;
Parent match failed;;TABLE,Address,Person;;;;
Parent match failed;;TABLE,AddressType,Person;;;;
Parent match failed;;VIEW,vProductModelInstructions,Production;;;;
Parent match failed;;TABLE,AddressType,Person;;;;
Parent match failed;;TABLE,AWBuildVersion,dbo;;;;
Parent match failed;;TABLE,AWBuildVersion,dbo;;;;
Parent match failed;;TABLE,AWBuildVersion,dbo;;;;
Parent match failed;;TABLE,BillOfMaterials,Production;;;;
Parent match failed;;VIEW,vProductModelInstructions,Production;;;;
Parent match failed;;TABLE,BillOfMaterials,Production;;;;
Parent match failed;;TABLE,BillOfMaterials,Production;;;;
Parent match failed;;TABLE,BusinessEntity,Person;;;;
Parent match failed;;TABLE,BusinessEntity,Person;;;;
Parent match failed;;TABLE,BusinessEntityAddress,Person;;;;
Parent match failed;;TABLE,BusinessEntityAddress,Person;;;;
Parent match failed;;TABLE,BusinessEntity,Person;;;;
Parent match failed;;TABLE,BusinessEntityAddress,Person;;;;
Parent match failed;;TABLE,BusinessEntityContact,Person;;;;
Parent match failed;;TABLE,BusinessEntityContact,Person;;;;
Parent match failed;;VIEW,vProductModelCatalogDescription,Production;;;;
Parent match failed;;TABLE,BusinessEntityContact,Person;;;;
Parent match failed;;TABLE,ContactType,Person;;;;
Parent match failed;;TABLE,ContactType,Person;;;;
Parent match failed;;TABLE,ContactType,Person;;;;
Parent match failed;;VIEW,vProductModelCatalogDescription,Production;;;;
Parent match failed;;TABLE,CountryRegion,Person;;;;
Parent match failed;;TABLE,CountryRegion,Person;;;;
Parent match failed;;TABLE,CountryRegion,Person;;;;
Parent match failed;;TABLE,CountryRegionCurrency,Sales;;;;
Parent match failed;;TABLE,CountryRegionCurrency,Sales;;;;
Parent match failed;;TABLE,CountryRegionCurrency,Sales;;;;
Parent match failed;;TABLE,CreditCard,Sales;;;;
Parent match failed;;TABLE,Culture,Production;;;;
Parent match failed;;TABLE,CreditCard,Sales;;;;
Parent match failed;;TABLE,CreditCard,Sales;;;;
Parent match failed;;TABLE,Culture,Production;;;;
Parent match failed;;VIEW,vProductModelCatalogDescription,Production;;;;
Parent match failed;;TABLE,Culture,Production;;;;
Parent match failed;;TABLE,Currency,Sales;;;;
Parent match failed;;TABLE,Currency,Sales;;;;
Parent match failed;;TABLE,Currency,Sales;;;;
Parent match failed;;TABLE,CurrencyRate,Sales;;;;
Parent match failed;;TABLE,CurrencyRate,Sales;;;;
Parent match failed;;VIEW,vProductAndDescription,Production;;;;
Parent match failed;;TABLE,CurrencyRate,Sales;;;;
Parent match failed;;TABLE,Customer,Sales;;;;
Parent match failed;;TABLE,Customer,Sales;;;;
Parent match failed;;TABLE,DatabaseLog,dbo;;;;
Parent match failed;;TABLE,DatabaseLog,dbo;;;;
Parent match failed;;TABLE,Customer,Sales;;;;
Parent match failed;;TABLE,DatabaseLog,dbo;;;;
Parent match failed;;TABLE,Department,HumanResources;;;;
Parent match failed;;TABLE,Department,HumanResources;;;;
Parent match failed;;TABLE,Department,HumanResources;;;;
Parent match failed;;VIEW,vProductAndDescription,Production;;;;
Parent match failed;;TABLE,Document,Production;;;;
Parent match failed;;TABLE,Document,Production;;;;
Parent match failed;;TABLE,Document,Production;;;;
Parent match failed;;TABLE,EmailAddress,Person;;;;
Parent match failed;;TABLE,EmailAddress,Person;;;;
Parent match failed;;TABLE,EmailAddress,Person;;;;
Parent match failed;;VIEW,vProductAndDescription,Production;;;;
Parent match failed;;TABLE,Employee,HumanResources;;;;
Parent match failed;;TABLE,Employee,HumanResources;;;;
Parent match failed;;TABLE,Employee,HumanResources;;;;
Parent match failed;;VIEW,vPersonDemographics,Sales;;;;
Parent match failed;;TABLE,EmployeeDepartmentHistory,HumanResources;;;;
Parent match failed;;TABLE,EmployeeDepartmentHistory,HumanResources;;;;
Parent match failed;;TABLE,EmployeeDepartmentHistory,HumanResources;;;;
Parent match failed;;TABLE,EmployeePayHistory,HumanResources;;;;
Parent match failed;;TABLE,EmployeePayHistory,HumanResources;;;;
Parent match failed;;TABLE,EmployeePayHistory,HumanResources;;;;
Parent match failed;;VIEW,vPersonDemographics,Sales;;;;
Parent match failed;;TABLE,ErrorLog,dbo;;;;
Parent match failed;;TABLE,ErrorLog,dbo;;;;
Parent match failed;;TABLE,ErrorLog,dbo;;;;
Parent match failed;;TABLE,Illustration,Production;;;;
Parent match failed;;TABLE,Illustration,Production;;;;
Parent match failed;;TABLE,Illustration,Production;;;;
Parent match failed;;TABLE,JobCandidate,HumanResources;;;;
Parent match failed;;VIEW,vPersonDemographics,Sales;;;;
Parent match failed;;TABLE,JobCandidate,HumanResources;;;;
Parent match failed;;TABLE,JobCandidate,HumanResources;;;;
Parent match failed;;TABLE,Location,Production;;;;
Parent match failed;;TABLE,Location,Production;;;;
Parent match failed;;TABLE,Location,Production;;;;
Parent match failed;;VIEW,vJobCandidateEmployment,HumanResources;;;;
Parent match failed;;TABLE,Password,Person;;;;
Parent match failed;;TABLE,Password,Person;;;;
Parent match failed;;TABLE,Password,Person;;;;
Parent match failed;;TABLE,Person,Person;;;;
Parent match failed;;TABLE,Person,Person;;;;
Parent match failed;;TABLE,Person,Person;;;;
Parent match failed;;TABLE,PersonCreditCard,Sales;;;;
Parent match failed;;TABLE,PersonCreditCard,Sales;;;;
Parent match failed;;TABLE,PersonCreditCard,Sales;;;;
Parent match failed;;VIEW,vJobCandidateEmployment,HumanResources;;;;
Parent match failed;;TABLE,PersonPhone,Person;;;;
Parent match failed;;TABLE,PersonPhone,Person;;;;
Parent match failed;;TABLE,PersonPhone,Person;;;;
Parent match failed;;TABLE,PhoneNumberType,Person;;;;
Parent match failed;;TABLE,PhoneNumberType,Person;;;;
Parent match failed;;VIEW,vJobCandidateEmployment,HumanResources;;;;
Parent match failed;;TABLE,PhoneNumberType,Person;;;;
Parent match failed;;TABLE,Product,Production;;;;
Parent match failed;;TABLE,Product,Production;;;;
Parent match failed;;TABLE,Product,Production;;;;
Parent match failed;;TABLE,ProductCategory,Production;;;;
Parent match failed;;VIEW,vJobCandidateEducation,HumanResources;;;;
Parent match failed;;TABLE,ProductCategory,Production;;;;
Parent match failed;;TABLE,ProductCostHistory,Production;;;;
Parent match failed;;TABLE,ProductDescription,Production;;;;
Parent match failed;;TABLE,ProductCostHistory,Production;;;;
Parent match failed;;TABLE,ProductDocument,Production;;;;
Parent match failed;;TABLE,ProductDescription,Production;;;;
Parent match failed;;TABLE,ProductDocument,Production;;;;
Parent match failed;;TABLE,ProductCategory,Production;;;;
Parent match failed;;TABLE,ProductInventory,Production;;;;
Parent match failed;;TABLE,ProductInventory,Production;;;;
Parent match failed;;TABLE,ProductListPriceHistory,Production;;;;
Parent match failed;;TABLE,ProductModel,Production;;;;
Parent match failed;;TABLE,ProductListPriceHistory,Production;;;;
Parent match failed;;TABLE,ProductInventory,Production;;;;
Parent match failed;;TABLE,ProductModel,Production;;;;
Parent match failed;;TABLE,ProductModelIllustration,Production;;;;
Parent match failed;;TABLE,ProductModel,Production;;;;
Parent match failed;;TABLE,ProductModelIllustration,Production;;;;
Parent match failed;;TABLE,ProductDescription,Production;;;;
Parent match failed;;TABLE,ProductModelIllustration,Production;;;;
Parent match failed;;TABLE,ProductModelProductDescriptionCulture,Production;;;;
Parent match failed;;TABLE,ProductModelProductDescriptionCulture,Production;;;;
Parent match failed;;TABLE,ProductModelProductDescriptionCulture,Production;;;;
Parent match failed;;TABLE,ProductListPriceHistory,Production;;;;
Parent match failed;;TABLE,ProductPhoto,Production;;;;
Parent match failed;;TABLE,ProductPhoto,Production;;;;
Parent match failed;;TABLE,ProductProductPhoto,Production;;;;
Parent match failed;;TABLE,ProductProductPhoto,Production;;;;
Parent match failed;;TABLE,ProductReview,Production;;;;
Parent match failed;;TABLE,ProductReview,Production;;;;
Parent match failed;;TABLE,ProductSubcategory,Production;;;;
Parent match failed;;TABLE,ProductSubcategory,Production;;;;
Parent match failed;;TABLE,ProductPhoto,Production;;;;
Parent match failed;;TABLE,ProductSubcategory,Production;;;;
Parent match failed;;TABLE,ProductVendor,Purchasing;;;;
Parent match failed;;TABLE,ProductReview,Production;;;;
Parent match failed;;TABLE,ProductVendor,Purchasing;;;;
Parent match failed;;TABLE,ProductVendor,Purchasing;;;;
Parent match failed;;VIEW,vJobCandidateEducation,HumanResources;;;;
Parent match failed;;TABLE,PurchaseOrderDetail,Purchasing;;;;
Parent match failed;;TABLE,PurchaseOrderDetail,Purchasing;;;;
Parent match failed;;TABLE,PurchaseOrderDetail,Purchasing;;;;
Parent match failed;;TABLE,PurchaseOrderHeader,Purchasing;;;;
Parent match failed;;TABLE,PurchaseOrderHeader,Purchasing;;;;
Parent match failed;;TABLE,PurchaseOrderHeader,Purchasing;;;;
Parent match failed;;TABLE,SalesOrderDetail,Sales;;;;
Parent match failed;;TABLE,SalesOrderDetail,Sales;;;;
Parent match failed;;TABLE,SalesOrderDetail,Sales;;;;
Parent match failed;;TABLE,SalesOrderHeader,Sales;;;;
Parent match failed;;TABLE,SalesOrderHeader,Sales;;;;
Parent match failed;;TABLE,SalesOrderHeader,Sales;;;;
Parent match failed;;TABLE,SalesOrderHeaderSalesReason,Sales;;;;
Parent match failed;;TABLE,SalesOrderHeaderSalesReason,Sales;;;;
Parent match failed;;TABLE,SalesPerson,Sales;;;;
Parent match failed;;TABLE,SalesPerson,Sales;;;;
Parent match failed;;TABLE,SalesOrderHeaderSalesReason,Sales;;;;
Parent match failed;;TABLE,SalesPerson,Sales;;;;
Parent match failed;;TABLE,SalesPersonQuotaHistory,Sales;;;;
Parent match failed;;TABLE,SalesPersonQuotaHistory,Sales;;;;
Parent match failed;;TABLE,SalesPersonQuotaHistory,Sales;;;;
Parent match failed;;TABLE,SalesReason,Sales;;;;
Parent match failed;;TABLE,SalesReason,Sales;;;;
Parent match failed;;TABLE,SalesTaxRate,Sales;;;;
Parent match failed;;TABLE,SalesReason,Sales;;;;
Parent match failed;;TABLE,SalesTaxRate,Sales;;;;
Parent match failed;;TABLE,SalesTaxRate,Sales;;;;
Parent match failed;;TABLE,SalesTerritory,Sales;;;;
Parent match failed;;TABLE,SalesTerritory,Sales;;;;
Parent match failed;;TABLE,SalesTerritory,Sales;;;;
Parent match failed;;TABLE,SalesTerritoryHistory,Sales;;;;
Parent match failed;;TABLE,ScrapReason,Production;;;;
Parent match failed;;TABLE,SalesTerritoryHistory,Sales;;;;
Parent match failed;;TABLE,SalesTerritoryHistory,Sales;;;;
Parent match failed;;TABLE,ScrapReason,Production;;;;
Parent match failed;;TABLE,ScrapReason,Production;;;;
Parent match failed;;TABLE,Shift,HumanResources;;;;
Parent match failed;;TABLE,Shift,HumanResources;;;;
Parent match failed;;TABLE,Shift,HumanResources;;;;
Parent match failed;;TABLE,ShipMethod,Purchasing;;;;
Parent match failed;;TABLE,ShipMethod,Purchasing;;;;
Parent match failed;;TABLE,ShipMethod,Purchasing;;;;
Parent match failed;;TABLE,ShoppingCartItem,Sales;;;;
Parent match failed;;TABLE,SpecialOffer,Sales;;;;
Parent match failed;;TABLE,SpecialOffer,Sales;;;;
Parent match failed;;TABLE,ShoppingCartItem,Sales;;;;
Parent match failed;;TABLE,ShoppingCartItem,Sales;;;;
Parent match failed;;TABLE,SpecialOffer,Sales;;;;
Parent match failed;;TABLE,SpecialOfferProduct,Sales;;;;
Parent match failed;;TABLE,SpecialOfferProduct,Sales;;;;
Parent match failed;;TABLE,SpecialOfferProduct,Sales;;;;
Parent match failed;;TABLE,StateProvince,Person;;;;
Parent match failed;;TABLE,StateProvince,Person;;;;
Parent match failed;;TABLE,StateProvince,Person;;;;
Parent match failed;;TABLE,Store,Sales;;;;
Parent match failed;;TABLE,Store,Sales;;;;
Parent match failed;;TABLE,Store,Sales;;;;
Parent match failed;;TABLE,TransactionHistory,Production;;;;
Parent match failed;;TABLE,TransactionHistory,Production;;;;
Parent match failed;;TABLE,TransactionHistory,Production;;;;
Parent match failed;;TABLE,TransactionHistoryArchive,Production;;;;
Parent match failed;;TABLE,TransactionHistoryArchive,Production;;;;
Parent match failed;;TABLE,UnitMeasure,Production;;;;
Parent match failed;;TABLE,TransactionHistoryArchive,Production;;;;
Parent match failed;;TABLE,UnitMeasure,Production;;;;
Parent match failed;;TABLE,Vendor,Purchasing;;;;
Parent match failed;;TABLE,Vendor,Purchasing;;;;
Parent match failed;;TABLE,Vendor,Purchasing;;;;
Parent match failed;;TABLE,WorkOrder,Production;;;;
Parent match failed;;TABLE,UnitMeasure,Production;;;;
Parent match failed;;TABLE,WorkOrder,Production;;;;
Parent match failed;;TABLE,WorkOrder,Production;;;;
Parent match failed;;TABLE,WorkOrderRouting,Production;;;;
Parent match failed;;TABLE,WorkOrderRouting,Production;;;;
Parent match failed;;TABLE,WorkOrderRouting,Production;;;;
Parent match failed;;VIEW,vAdditionalContactInfo,Person;;;;
Parent match failed;;VIEW,vAdditionalContactInfo,Person;;;;
Parent match failed;;VIEW,vAdditionalContactInfo,Person;;;;
Parent match failed;;VIEW,vEmployee,HumanResources;;;;
Parent match failed;;VIEW,vEmployee,HumanResources;;;;
Parent match failed;;VIEW,vEmployee,HumanResources;;;;
Parent match failed;;VIEW,vEmployeeDepartment,HumanResources;;;;
Parent match failed;;VIEW,vEmployeeDepartment,HumanResources;;;;
Parent match failed;;VIEW,vEmployeeDepartment,HumanResources;;;;
Parent match failed;;VIEW,vEmployeeDepartmentHistory,HumanResources;;;;
Parent match failed;;VIEW,vEmployeeDepartmentHistory,HumanResources;;;;
Parent match failed;;VIEW,vEmployeeDepartmentHistory,HumanResources;;;;
Parent match failed;;VIEW,vIndividualCustomer,Sales;;;;
Parent match failed;;VIEW,vIndividualCustomer,Sales;;;;
Parent match failed;;TABLE,ProductDocument,Production;;;;
Parent match failed;;VIEW,vIndividualCustomer,Sales;;;;
Parent match failed;;VIEW,vJobCandidate,HumanResources;;;;
Parent match failed;;TABLE,ProductProductPhoto,Production;;;;
Parent match failed;;VIEW,vJobCandidate,HumanResources;;;;
Parent match failed;;VIEW,vJobCandidate,HumanResources;;;;
Parent match failed;;VIEW,vJobCandidateEducation,HumanResources;;;;
Parent match failed;;TABLE,ProductCostHistory,Production;;;;
No match found;;Type,Name,Schema;;;;
Parent match failed;;FUNCTION,duration,;;;;
Parent match failed;;FUNCTION,distance,;;;;
Parent match failed;;COLUMN,age,;;;;
Parent match failed;;FUNCTION,percentileDisc,;;;;
Parent match failed;;COLUMN,agent,;;;;
Parent match failed;;COLUMN,AverageLeadTime,;;;;
Parent match failed;;COLUMN,Availability,;;;;
Parent match failed;;FUNCTION,percentileCont,;;;;
Parent match failed;;FUNCTION,percentileDisc,;;;;
Parent match failed;;FUNCTION,randomUUID,;;;;
No match found;;GLOSSARY_ENTRY,Purchase Order Due Date,;;;;
No match found;;GLOSSARY_ENTRY,Purchase Order Quantity,;;;;
No match found;;GLOSSARY_ENTRY,Purchase Order Ship Date,;;;;
No match found;;GLOSSARY_ENTRY,Purchase Order Rejected Quantity,;;;;
No match found;;GLOSSARY_ENTRY,Purchase Order Received Quantity,;;;;
No match found;;GLOSSARY_ENTRY,Purchase Order Stocked Quantity,;;;;
No match found;;GLOSSARY_ENTRY,Sales,;;;;
No match found;;GLOSSARY_ENTRY,Sales Bonus,;;;;
Parent match failed;;LOOKUP,Countries of United Nations,;;;;
Parent match failed;;TERM,Sales Commission,;;;;
Parent match failed;;TERM,Sales Order,;;;;
Parent match failed;;lookup,Currencies,;;;;
Parent match failed;;PARAMETER,Gender,;;;;
Parent match failed;;PARAMETER,HireDate,;;;;
Parent match failed;;PARAMETER,HireDate,;;;;
Parent match failed;;PROCEDURE,db.info,;;;;
Parent match failed;;PROCEDURE,db.indexes,;;;;
Parent match failed;;PROCEDURE,db.labels,;;;;
Parent match failed;;PROCEDURE,db.schema.relTypeProperties,;;;;
Parent match failed;;COLUMN,AddressTypeID,;;;;
Parent match failed;;Structure,bds2018_ifsize.csv,;;;;
Parent match failed;;Structure,bds2018_metro.csv,;;;;
Parent match failed;;Structure,bds2018_sector.csv,;;;;
Parent match failed;;Structure,company_tickers.json,;;;;
Parent match failed;;Structure,country.xml,;;;;
Parent match failed;;Structure,employees.Delta,;;;;
Parent match failed;;Structure,bds2018_st.csv,;;;;
Parent match failed;;Structure,insurance_data.xlsx.tblPolicies,;;;;
Parent match failed;;FUNCTION,degrees,;;;;
Parent match failed;;Structure,users.avro.[example.avro.User],;;;;
Parent match failed;;table,Address,Person;;;;
Parent match failed;;COLUMN,AverageRate,;;;;
Parent match failed;;COLUMN,AddressTypeID,;;;;
Parent match failed;;LOOKUP,States of USA,;;;;
Parent match failed;;Structure,users.orc,;;;;
Parent match failed;;Structure,Fortune500.csv,;;;;
Parent match failed;;table,Address,Person;;;;
Parent match failed;;Structure,users.parquet,;;;;
Import data error: Indeks wykraczał poza granice tablicy.;1;Type;Name;ParentName;ParentType;Description
Import data error: Indeks wykraczał poza granice tablicy.;2;AREA;Absences;Time Tracking;AREA;The Absences component within Time Tracking is crucial for managing and tracking employee leave and time off in a manufacturing company. It involves the systematic recording of various types of absences, such as sick leave, vacation, personal days, and other time-off requests. Accurate tracking of absences is essential for ensuring compliance with labor laws, maintaining workforce productivity, and fair compensation for employees. Key Components: Leave Types and CategoriesLeave Request and Approval WorkflowAccrual and Balances ManagementRecord-Keeping of Absence HistoryCompliance with Employment RegulationsIntegration with Payroll and HR SystemsEmployee Self-Service Absence ManagementAbsence Reporting and AnalyticsLeave Policies and DocumentationAbsence Trends and Analysis
Import data error: Indeks wykraczał poza granice tablicy.;3;AREA;Accounting & Financial Reporting;Finance;DOMAIN;Accounting and Financial Reporting is a fundamental element within the Finance domain of a manufacturing company. This component involves the systematic recording, classification, and summarization of financial transactions, providing a clear and accurate picture of the company's financial health. It encompasses the creation of financial statements, such as income statements, balance sheets, and cash flow statements, which are crucial for decision-making, regulatory compliance, and external reporting. Accurate and transparent accounting practices are vital for assessing profitability, tracking assets and liabilities, and ensuring adherence to accounting standards and tax regulations. Key components: Financial Statement PreparationGeneral Ledger AccountingAccounts Payable and ReceivableReconciliation of Financial DataFinancial Data AnalysisCompliance with Accounting Standards (e.g., GAAP, IFRS)Tax Accounting and ReportingInternal Controls and AuditingAsset and Depreciation AccountingFinancial Software and Systems Management
Import data error: Indeks wykraczał poza granice tablicy.;4;AREA;Accounts Payable;Accounting & Financial Reporting;AREA;Accounts Payable is a critical subarea within the broader Accounting & Financial Reporting domain of a manufacturing company. It primarily deals with the management of the company's outstanding debts and obligations to its suppliers and creditors. This component involves the processing, verification, and timely payment of invoices, ensuring compliance with payment terms and regulatory requirements. Effective accounts payable practices help maintain strong supplier relationships, optimize cash flow, and minimize financial risks. It is a pivotal part of financial management, contributing to the overall financial health and stability of the manufacturing company.  Key components: Invoice Processing and VerificationPayment Processing and DisbursementSupplier Relationship ManagementExpense Reporting and ApprovalAccruals and Liabilities TrackingEarly Payment DiscountsRegulatory Compliance (e.g., tax withholding)Invoice and Payment AutomationAging Reports and AnalysisFraud Prevention and Detection
Import data error: Indeks wykraczał poza granice tablicy.;5;AREA;Accounts Payable;Financial Apps;AREA;Accounts Payable (AP) is a fundamental component of financial applications. It is primarily responsible for managing an organization's financial obligations to its suppliers and creditors. This module within financial applications streamlines the entire AP process, from invoice receipt to payment. AP software enables the efficient capture and processing of invoices, automated approval workflows, and integration with financial systems for accurate accounting. It also provides insights into cash flow, payment timing, and outstanding liabilities, contributing to better financial management. Furthermore, AP within financial applications ensures compliance with payment terms, monitors vendor performance, and minimizes the risk of late payments or errors. By digitizing and automating this process, it optimizes operational efficiency, reduces manual data entry, and enhances financial transparency, ultimately fostering cost savings and positive vendor relationships.
Import data error: Indeks wykraczał poza granice tablicy.;6;AREA;Accounts Receivable;Accounting & Financial Reporting;AREA;Accounts Receivable is a vital subarea within the broader Accounting & Financial Reporting domain of a manufacturing company. It encompasses the management of funds owed to the company by its customers and clients. This component involves the creation and issuance of invoices, tracking outstanding payments, and implementing effective credit control measures. Efficient accounts receivable practices are crucial for maintaining cash flow, reducing bad debt, and ensuring timely collection of outstanding invoices, which, in turn, supports the financial stability of the manufacturing company. Key components: Invoicing and BillingCredit Policy ManagementCustomer Payment TrackingCollections and Dunning ProceduresCustomer Credit EvaluationAccount ReconciliationCash Application and AllocationAging Analysis of ReceivablesBad Debt ProvisioningFinancial Reporting on Accounts Receivable
Import data error: Indeks wykraczał poza granice tablicy.;7;AREA;AP Analytics;Analytics/Finance;DOMAIN;In an analytical context, Accounts Payable (AP) is the meticulous oversight and analysis of an organization's outstanding financial obligations to suppliers and creditors. This essential department ensures the accuracy of invoices, manages payment workflows, and cultivates robust vendor relationships. AP analytics encompass various aspects, including the verification of invoice precision, expense reconciliation, and vendor performance assessment. Utilizing data analysis techniques, AP professionals can discern emerging financial trends, optimize payment schedules, and proactively detect and prevent errors or fraud. Moreover, when AP data is integrated with other financial information, it provides a comprehensive view of the company's fiscal health, facilitating strategic decision-making and precise budgeting. This integrated approach safeguards the organization's liquidity, judicious management of financial resources, and the cultivation of mutually beneficial partnerships with suppliers. Accounts Payable's analytical role is pivotal in guaranteeing financial efficiency, transparency, and sustainability within the company's financial ecosystem.
